"","Date","PlantID","ClusterID","Network","Island","Species","Easting","Northing","RecruitmentMode","RangeofDates","SizeofDateRange","CA_t","ME_t","CH_t","DA_t","Unknown_Moth_t","Gerstaeckeria_t","Old_Moth_Evidence_t","AllSurveyed","Dead","Missing","Size_t","Plant_Segments_w_leaves","Plant_Segments_wo_leaves","Plant_Segments_woody","Height_t","Width_t","Perpen_Width","Num_FlowerBuds","Num_Fruit_red","Num_Fruit_green","Num_Flowers","Fruit_t","Fruit_Flowers_t","DemographicSurvey","SamplingYear","PlantsSurveyed"
"37",2015-05-26,"6040","209",209,"Roadway2","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"38",2015-05-26,"6041","209",209,"Roadway2","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,4.5,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"39",2015-05-26,"6042","209",209,"Roadway2","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,4,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"40",2015-05-26,"6043","209",209,"Roadway2","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3.5,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"41",2015-05-26,"6044","209",209,"Roadway2","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"42",2015-05-26,"6045","209",209,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,1,0,0,4,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"43",2015-05-27,"6048","209",209,"Roadway2","stricta",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,1.5,1.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"44",2015-05-27,"6049","209",209,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,0.5,3,2,0,0,0,0,0,0,"5",2015,"NA"
"45",2015-05-27,"6050","209",209,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,1.5,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"46",2015-05-27,"6052","207",207,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,1.5,7.5,2.5,0,0,0,0,0,0,"5",2015,"NA"
"47",2015-05-27,"6053","207",207,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3,2,1,0,0,0,0,0,0,"5",2015,"NA"
"48",2015-05-27,"6054","207",207,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,0.5,1.5,1,0,0,0,0,0,0,"5",2015,"NA"
"49",2015-05-27,"6055","207",207,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,2,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"50",2015-06-01,"6056","106",106,"3","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,1,0,0,1,1.5,1,0,0,0,0,0,0,"5",2015,"NA"
"51",2015-06-01,"6057","106",106,"3","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2.5,1.5,1,0,0,0,0,0,0,"5",2015,"NA"
"52",2015-06-02,"6060","106",106,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3.5,8.5,6,0,0,0,0,0,0,"5",2015,"NA"
"53",2015-06-02,"6061","106",106,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,4.5,5,3,0,0,0,0,0,0,"5",2015,"NA"
"54",2015-06-02,"6062","106",106,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,0,1,10,7,6,0,0,0,0,0,0,"5",2015,"NA"
"55",2015-06-02,"6063","113",113,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,1.5,4.5,2.5,0,0,0,0,0,0,"5",2015,"NA"
"56",2015-06-02,"6064","113",113,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,0,1,3,1,1,0,0,0,0,0,0,"5",2015,"NA"
"57",2015-06-02,"6065","113",113,"3","stricta",NA,NA,"Green Fruit",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,5.5,3.5,2.5,0,0,0,0,0,0,"5",2015,"NA"
"58",2015-06-03,"6066","116",116,"3","stricta",NA,NA,"Clonal","2015-06-02 - 2015-06-03",1,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,15.5,18,12,0,0,0,0,0,0,"5",2015,"6066,6066b"
"59",2015-01-20,"6067","113",113,"3","stricta",NA,NA,"Green Fruit",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,NA,NA,NA,0,0,0,0,0,0,"4",2014,"NA"
"60",2015-06-02,"6067","113",113,"3","stricta",NA,NA,"Green Fruit",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,3.5,5.5,3,0,0,0,0,0,0,"5",2015,"NA"
"61",2015-06-03,"6068","116",116,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,2,0,1,1,12.5,13,4,0,0,0,0,0,0,"5",2015,"NA"
"62",2015-06-03,"6069","84",84,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,1.5,5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"63",2015-06-03,"6070","84",84,"3","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,5,6,4,0,0,0,0,0,0,"5",2015,"NA"
"64",2015-06-03,"6071","84",84,"3","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,1,0,0,1.5,3.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"65",2015-06-03,"6072","84",84,"3","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3,4.5,1,0,0,0,0,0,0,"5",2015,"NA"
"66",2015-06-04,"6076","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1.5,1.5,1,0,0,0,0,0,0,"5",2015,"NA"
"67",2015-06-04,"6077","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2,0.5,0,0,0,0,0,0,"5",2015,"NA"
"68",2015-06-04,"6078","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,2,3.5,1,0,0,0,0,0,0,"5",2015,"NA"
"69",2015-06-04,"6079","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,4.5,4,2,0,0,0,0,0,0,"5",2015,"NA"
"70",2015-06-04,"6080","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,2,5,1,0,0,0,0,0,0,"5",2015,"NA"
"71",2015-06-04,"6081","313",313,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,1,0.5,0,0,0,0,0,0,"5",2015,"NA"
"72",2015-06-04,"6082","313",313,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,"5",2015,"NA"
"73",2015-06-04,"6083","225",225,"6","pusilla",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,5,3,2,0,4,4.5,2,0,0,0,0,0,0,"5",2015,"NA"
"74",2015-06-04,"6087","224",224,"6","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2.5,1,0,0,0,0,0,0,"5",2015,"NA"
"75",2015-06-05,"6092","134",134,"5","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1.5,4.5,2.5,0,0,0,0,0,0,"5",2015,"NA"
"76",2015-01-15,"6093","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2014,"NA"
"77",2015-06-05,"6093","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,2,1.5,0,0,0,0,0,0,"5",2015,"NA"
"78",2015-06-05,"6094","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3,4.5,1,0,0,0,0,0,0,"5",2015,"NA"
"79",2015-06-05,"6095","134",134,"5","stricta",NA,NA,"Seedling",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2.5,0.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"80",2015-06-05,"6096","134",134,"5","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,7.5,7,6,0,0,0,0,0,0,"5",2015,"NA"
"81",2015-06-05,"6097","134",134,"5","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,14,11,10.5,0,0,0,0,0,0,"5",2015,"NA"
"82",2015-06-05,"6098","134",134,"5","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,14.5,13.5,10,0,0,0,0,0,0,"5",2015,"NA"
"83",2015-06-08,"6100","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,3,1,0,0,0,0,0,0,"5",2015,"NA"
"84",2015-06-08,"6101","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,1,0.5,0,0,0,0,0,0,"5",2015,"NA"
"85",2015-06-08,"6102","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2,1.5,0,0,0,0,0,0,"5",2015,"NA"
"86",2015-06-08,"6103","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,1,3.5,1,0,0,0,0,0,0,"5",2015,"NA"
"87",2015-06-08,"6104","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,3,2,0,0,0,0,0,0,"5",2015,"NA"
"88",2015-06-08,"6105","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2.5,6,2.5,0,0,0,0,0,0,"5",2015,"NA"
"89",2015-06-08,"6106","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,3.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"90",2015-06-08,"6107","139",139,"5","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,1.5,0.5,0,0,0,0,0,0,"5",2015,"NA"
"91",2015-06-08,"6108","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,1.5,1,0,0,0,0,0,0,"5",2015,"NA"
"92",2015-06-08,"6109","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,2,1,0,4,12.5,5.5,0,0,0,0,0,0,"5",2015,"NA"
"93",2015-06-08,"6110","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,2,1.5,0,0,0,0,0,0,"5",2015,"NA"
"94",2015-06-08,"6111","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"95",2015-06-08,"6112","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,7,6,3,0,0,0,0,0,0,"5",2015,"NA"
"96",2015-06-08,"6113","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,6.5,6,3,0,0,0,0,0,0,"5",2015,"NA"
"97",2015-06-08,"6114","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,5,7.5,4.5,0,0,0,0,0,0,"5",2015,"NA"
"98",2015-06-08,"6115","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,0,2,1.5,5.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"99",2015-06-08,"6116","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,0,2,0,2.5,5,3,0,0,0,0,0,0,"5",2015,"NA"
"100",2015-06-08,"6117","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"101",2015-06-08,"6118","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,2.5,4.5,2,0,0,0,0,0,0,"5",2015,"NA"
"102",2015-06-08,"6119","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,1,0,0,1,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"103",2015-06-12,"6120","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2,4,2,0,0,0,0,0,0,"5",2015,"NA"
"104",2015-06-12,"6121","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2,1,0,0,0,0,0,0,"5",2015,"NA"
"105",2015-06-12,"6122","134",134,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2.5,2.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"106",2015-06-12,"6123","138",138,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"107",2015-06-12,"6124","138",138,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,2,1,1,0,1,2,1,0,0,0,0,0,0,"5",2015,"NA"
"108",2015-06-12,"6125","138",138,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,0.5,2.5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"109",2015-06-12,"6131","139",139,"5","pusilla",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,5,5,1.5,0,0,0,0,0,0,"5",2015,"NA"
"110",2015-06-13,"6136","209",209,"Roadway2","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,12,22,6,0,0,0,0,0,0,"5",2015,"NA"
"111",2015-06-14,"6140","183, 184",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,7.5,12,9.5,0,0,0,0,0,0,"5",2015,"NA"
"112",2015-06-14,"6141","183, 184",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,2,0,5,2.5,2,0,0,0,0,0,0,"5",2015,"NA"
"113",2015-06-14,"6147","183",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,0.5,3.5,2,0,0,0,0,0,0,"5",2015,"NA"
"114",2015-06-14,"6148","183",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,3,1,0,2,13.5,12,6,0,0,0,0,0,0,"5",2015,"NA"
"115",2015-06-14,"6149","183",183,"Roadway1","stricta",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,6,0,4,2,3,18,15,0,0,0,0,0,0,"5",2015,"NA"
"116",2015-06-14,"6151","183",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,4.5,7,4.5,0,0,0,0,0,0,"5",2015,"NA"
"117",2015-06-15,"6161","183, 184",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,7,11,4.5,0,0,0,0,0,0,"5",2015,"NA"
"118",2015-06-15,"6168","183",183,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,3.5,10,7,0,0,0,0,0,0,"5",2015,"NA"
"119",2015-06-15,"6169","1054",1054,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,1,3,1.5,0,0,0,0,0,0,"5",2015,"NA"
"120",2015-06-15,"6170","1054",1054,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,1,"TRUE",0,0,1,0,1,0,1.5,5,3,0,0,0,0,0,0,"5",2015,"NA"
"121",2015-06-15,"6171","685",685,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,2.5,14.5,7,0,0,0,0,0,0,"5",2015,"NA"
"122",2015-06-23,"6172","186",186,"Roadway1","stricta",NA,NA,"Clonal",NA,NA,0,0,0,0,0,0,0,"TRUE",0,0,1,0,1,0,1.5,12.5,9,0,0,0,0,0,0,"5",2015,"NA"
